Source,Target,Filter,Learner,TN,TP,FN,FP,err,pd,pf,prec,f,g-measure
wicket-farsec.csv,derby-wicket-test.csv,farsec,naive_bayes,354,19,23,104,25.4,45.23809523809524,22.707423580786028,15.447154471544719,23.030303030303035,57.07254985150615
ambari-clni.csv,derby-ambari-test.csv,clni,naive_bayes,400,12,30,58,17.599999999999998,28.57142857142857,12.66375545851528,17.14285714285714,21.428571428571427,43.05705059203444
ambari-clnifarsecsq.csv,chromium-ambari-test.csv,clnifarsecsq,random_forest,19817,56,59,1038,5.231282784930854,48.69565217391304,4.977223687365139,5.118829981718464,9.263854425144746,64.39252241549131
derby-clnifarsectwo.csv,chromium-derby-test.csv,clnifarsectwo,random_forest,20332,26,89,523,2.918454935622318,22.60869565217391,2.507791896427715,4.735883424408015,7.831325301204819,36.70533014397255
camel-clnifarsec.csv,chromium-camel-test.csv,clnifarsec,multilayer_perceptron,20590,8,107,265,1.7739628040057218,6.956521739130435,1.27067849436586,2.93040293040293,4.123711340206186,12.997250156823911
chromium-clnifarsecsq.csv,wicket-chromium-test.csv,clnifarsecsq,random_forest,493,1,5,1,1.2,16.66666666666667,0.2024291497975709,50.0,25.000000000000007,28.56315179606026
camel-clnifarsectwo.csv,wicket-camel-test.csv,clnifarsectwo,random_forest,489,1,5,5,2.0,16.66666666666667,1.0121457489878538,16.66666666666667,16.66666666666667,28.52975495915987
camel-clnifarsec.csv,wicket-camel-test.csv,clnifarsec,naive_bayes,433,3,3,61,12.8,50.0,12.34817813765182,4.6875,8.571428571428571,63.6764705882353
chromium-clnifarsecsq.csv,ambari-chromium-test.csv,clnifarsecsq,random_forest,492,1,6,1,1.4000000000000001,14.28571428571429,0.2028397565922921,50.0,22.222222222222225,24.99364998729998
chromium-clnifarsectwo.csv,ambari-chromium-test.csv,clnifarsectwo,naive_bayes,474,2,5,19,4.8,28.57142857142857,3.8539553752535505,9.523809523809526,14.285714285714288,44.05204460966542
camel-clnifarsec.csv,ambari-camel-test.csv,clnifarsec,multilayer_perceptron,492,1,6,1,1.4000000000000001,14.28571428571429,0.2028397565922921,50.0,22.222222222222225,24.99364998729998
chromium-clnifarsecsq.csv,camel-chromium-test.csv,clnifarsecsq,naive_bayes,402,7,11,79,18.036072144288582,38.88888888888889,16.42411642411642,8.139534883720929,13.461538461538462,53.07931717438462
ambari-clnifarsectwo.csv,camel-ambari-test.csv,clnifarsectwo,random_forest,455,3,15,26,8.216432865731463,16.66666666666667,5.405405405405405,10.3448275862069,12.765957446808516,28.340080971659926
derby-clnifarsec.csv,camel-derby-test.csv,clnifarsec,multilayer_perceptron,473,2,16,8,4.809619238476954,11.11111111111111,1.6632016632016628,20.0,14.285714285714286,19.96623047699451
chromium-clnifarsecsq.csv,derby-chromium-test.csv,clnifarsecsq,naive_bayes,372,19,23,86,21.8,45.23809523809524,18.77729257641921,18.095238095238102,25.850340136054427,58.11066348762641
ambari-clnifarsectwo.csv,derby-ambari-test.csv,clnifarsectwo,random_forest,449,8,34,9,8.6,19.04761904761905,1.9650655021834058,47.05882352941176,27.118644067796616,31.89770002664062
wicket-clnifarsec.csv,derby-wicket-test.csv,clnifarsec,naive_bayes,363,18,24,95,23.799999999999997,42.85714285714286,20.74235807860262,15.929203539823009,23.225806451612907,55.63218390804598
